Business_ID,Annual_Revenue,Requested_Loan_Amount,GST_Compliance,Past_Defaults,Bank_Transactions,Market_Trend,Credit_Score,Sanctioned_Loan_Amount,Difference
9098,2809275,1317890,96,1,Low Volume,Declining,485,561855,756035
9099,2265233,950718,87,0,Low Volume,Growth,563,453046,497672
9100,500000,168612,94,0,Stable,Stable,584,100000,68612
9101,1151776,128483,89,0,Stable,Growth,623,128483,0
9102,1349899,155520,92,1,High Volume,Declining,542,155520,0
9103,500000,48224,94,0,Unstable,Stable,511,48224,0
9104,785493,257118,90,0,High Volume,Growth,673,235647,21471
9105,500000,51002,95,0,High Volume,Declining,601,51002,0
9106,1922892,825271,95,0,Low Volume,Growth,625,576867,248404
9107,3817143,1896487,91,1,Stable,Growth,564,763428,1133059
9108,4806211,1032647,98,1,Stable,Growth,617,1032647,0
9109,2763000,702220,93,1,Low Volume,Growth,560,552600,149620
9110,917385,339662,91,1,Stable,Growth,564,183477,156185
9111,500000,235859,85,1,Stable,Stable,522,100000,135859
9112,500000,226171,99,0,High Volume,Declining,617,150000,76171
9113,718423,54540,93,1,Stable,Declining,508,54540,0
9114,973752,122773,98,0,Stable,Declining,547,122773,0
9115,1744888,679754,90,0,Low Volume,Stable,557,348977,330777
9116,880873,317116,96,0,Stable,Growth,657,264261,52855
9117,2600413,285911,89,0,Stable,Growth,618,285911,0
9118,1646531,454326,96,0,Low Volume,Growth,590,329306,125020
9119,1999558,802556,85,1,Stable,Growth,581,399911,402645
9120,4936664,732854,85,0,High Volume,Declining,536,732854,0
9121,771286,340970,92,1,Low Volume,Growth,558,154257,186713
9122,2771679,204653,96,0,Low Volume,Declining,500,204653,0
9123,1960718,788185,97,0,Low Volume,Growth,605,588215,199970
9124,1518466,496718,95,0,High Volume,Growth,697,455539,41179
9125,4025683,772286,90,0,Stable,Declining,512,772286,0
9126,4005630,1499787,95,0,Unstable,Stable,524,801126,698661
9127,929877,373871,95,0,High Volume,Stable,621,278963,94908
9128,1713882,805961,87,0,Stable,Growth,603,514164,291797
9129,2482978,535078,95,0,High Volume,Growth,703,535078,0
9130,1593741,571687,97,0,Low Volume,Growth,594,318748,252939
9131,3166119,1016886,92,1,Low Volume,Declining,462,633223,383663
9132,2482939,710972,98,1,Stable,Growth,615,710972,0
9133,8589482,3871171,97,0,High Volume,Stable,622,2576844,1294327
9134,582903,29976,92,0,Low Volume,Declining,490,29976,0
9135,1797759,318114,93,0,High Volume,Stable,613,318114,0
9136,958570,280118,88,0,High Volume,Stable,596,191714,88404
9137,3214833,418674,92,0,Low Volume,Declining,491,418674,0
9138,543760,249336,92,0,Low Volume,Stable,551,108752,140584
9139,2615721,893054,97,2,Stable,Growth,546,523144,369910
9140,1197757,317462,87,0,Stable,Growth,625,317462,0
9141,1102037,459126,80,0,Unstable,Growth,547,220407,238719
9142,623311,157635,95,1,High Volume,Growth,644,157635,0
9143,1366740,411927,94,0,High Volume,Growth,683,410022,1905
9144,4721327,241911,96,0,Low Volume,Growth,608,241911,0
9145,1943205,416944,95,1,High Volume,Growth,656,416944,0
9146,3276035,368409,96,1,High Volume,Growth,628,368409,0
9147,7509755,2706215,93,0,Stable,Growth,631,2252926,453289
9148,2448545,650241,85,0,Low Volume,Stable,522,489709,160532
9149,1268011,235585,91,0,High Volume,Declining,569,235585,0
9150,2881443,750687,96,0,Stable,Stable,604,750687,0
9151,1282809,185152,94,0,Stable,Growth,642,185152,0
9152,1324389,617548,91,0,High Volume,Growth,681,397316,220232
9153,587767,43664,91,0,Stable,Growth,615,43664,0
9154,4159918,1828025,96,0,Low Volume,Growth,589,831983,996042
9155,1455992,407840,89,0,Low Volume,Declining,475,291198,116642
9156,2293704,753541,93,0,Stable,Stable,590,458740,294801
9157,865645,161159,93,0,High Volume,Growth,680,161159,0
9158,2810177,1362975,95,0,High Volume,Stable,632,843053,519922
9159,1077816,190593,96,0,High Volume,Growth,685,190593,0
9160,1770253,557621,96,0,Low Volume,Growth,606,531075,26546
9161,4001824,1989057,97,0,Low Volume,Stable,578,800364,1188693
9162,3732570,1666564,95,0,Low Volume,Growth,615,1119771,546793
9163,1948121,567582,85,1,Stable,Declining,473,389624,177958
9164,500000,247834,96,0,High Volume,Stable,641,150000,97834
9165,21730958,7945195,79,2,Low Volume,Growth,489,4346191,3599004
9166,8013893,1153321,91,1,Unstable,Growth,521,1153321,0
9167,3534703,821883,95,0,Stable,Stable,580,706940,114943
9168,1085376,217642,92,0,Low Volume,Stable,557,217075,567
9169,1810523,370806,95,0,Low Volume,Growth,605,370806,0
9170,1283708,503477,93,0,Low Volume,Growth,608,385112,118365
9171,5449774,1705334,90,1,High Volume,Stable,566,1089954,615380
9172,2446092,164235,96,1,Unstable,Stable,505,164235,0
9173,1058823,471019,82,1,Low Volume,Growth,517,211764,259255
9174,1360545,249739,90,0,Low Volume,Stable,547,249739,0
9175,4861952,2424576,99,1,Unstable,Growth,540,972390,1452186
9176,7131829,3418898,97,0,Stable,Declining,527,1426365,1992533
9177,6733901,3186743,88,0,High Volume,Growth,660,2020170,1166573
9178,3633205,1507807,88,0,Low Volume,Growth,586,726641,781166
9179,1619941,241818,89,1,High Volume,Declining,519,241818,0
9180,500000,144842,92,0,Low Volume,Growth,595,100000,44842
9181,2514861,379584,87,0,Stable,Growth,595,379584,0
9182,1979861,330348,96,0,High Volume,Growth,673,330348,0
9183,2217710,720597,84,1,Stable,Declining,454,443542,277055
9184,2070122,141545,92,0,Low Volume,Growth,578,141545,0
9185,686245,333691,94,0,High Volume,Growth,692,205873,127818
9186,3096945,1435133,97,0,High Volume,Stable,623,929083,506050
9187,3287944,727771,93,0,Stable,Growth,616,727771,0
9188,3422463,964930,96,0,High Volume,Stable,624,964930,0
9189,4228093,1098263,95,0,Unstable,Stable,511,845618,252645
9190,3214689,1436934,82,0,Low Volume,Growth,556,642937,793997
9191,1428273,513994,94,0,Stable,Growth,635,428481,85513
9192,1873522,328147,77,0,High Volume,Growth,631,328147,0
9193,2132701,535476,92,0,Stable,Stable,575,426540,108936
9194,2161168,525239,94,1,Stable,Declining,500,432233,93006
9195,4406424,2122578,91,0,Stable,Growth,612,1321927,800651
9196,3318207,427683,94,0,Unstable,Stable,517,427683,0
9197,10447515,943508,96,1,Low Volume,Growth,557,943508,0
9198,11584461,5169896,95,2,Stable,Growth,572,2316892,2853004
9199,2113212,958360,94,0,Stable,Stable,594,422642,535718
9200,500000,221141,94,0,Stable,Stable,566,100000,121141
9201,5333221,1492980,87,0,Unstable,Growth,542,1066644,426336
9202,1286838,446385,99,0,Stable,Growth,634,386051,60334
9203,1044254,316945,93,0,Stable,Stable,564,208850,108095
9204,1441571,117130,87,1,Stable,Growth,573,117130,0
9205,1387044,441254,96,0,Stable,Growth,620,416113,25141
9206,3235894,181619,87,1,High Volume,Growth,638,181619,0
9207,569464,111754,92,0,High Volume,Declining,584,111754,0
9208,837204,393094,91,1,Stable,Growth,596,167440,225654
9209,2609129,487438,92,0,High Volume,Growth,659,487438,0
9210,3263645,1543449,86,1,Low Volume,Growth,524,652729,890720
9211,3312565,538491,80,0,High Volume,Stable,590,538491,0
9212,1056393,202355,85,0,Unstable,Declining,434,202355,0
9213,906537,301680,96,1,High Volume,Declining,559,181307,120373
9214,1322047,519210,88,0,High Volume,Growth,668,396614,122596
9215,2402206,662107,98,0,Unstable,Declining,476,480441,181666
9216,6506953,2908296,97,1,Unstable,Growth,541,1301390,1606906
9217,500000,34054,93,0,High Volume,Growth,677,34054,0
9218,1661808,772720,94,0,High Volume,Declining,569,332361,440359
9219,682732,94448,97,0,High Volume,Stable,660,94448,0
9220,528716,236816,96,0,Stable,Growth,637,158614,78202
9221,4297592,990115,89,1,Stable,Growth,564,859518,130597
9222,3065434,1302015,94,0,Stable,Declining,527,613086,688929
9223,2840660,1000621,98,1,Low Volume,Growth,581,568132,432489
9224,4142544,535108,98,0,Low Volume,Declining,503,535108,0
9225,1350823,625595,76,0,Unstable,Stable,468,270164,355431
9226,1402673,225105,92,0,Stable,Growth,642,225105,0
9227,11393852,1821456,97,0,High Volume,Growth,685,1821456,0
9228,1627805,677786,97,0,Stable,Growth,626,488341,189445
9229,3570105,348596,82,0,Low Volume,Growth,586,348596,0
9230,1992908,298769,88,0,High Volume,Stable,628,298769,0
9231,500000,138327,92,0,Unstable,Growth,566,100000,38327
9232,500000,211857,93,0,High Volume,Growth,675,150000,61857
9233,1247700,145192,91,1,Stable,Growth,588,145192,0
9234,4615270,1368200,92,0,Stable,Stable,565,923054,445146
9235,3725208,1378544,99,0,Unstable,Growth,600,1117562,260982
9236,4119580,1801360,92,0,High Volume,Growth,662,1235874,565486
9237,900192,423994,85,0,High Volume,Growth,666,270057,153937
9238,7222401,2911263,97,0,Low Volume,Growth,594,1444480,1466783
9239,916287,314995,82,1,Unstable,Declining,385,183257,131738
9240,2350784,576245,89,1,High Volume,Declining,545,470156,106089
9241,1966406,197525,93,0,Stable,Growth,623,197525,0
9242,1725282,637288,88,0,Unstable,Growth,568,345056,292232
9243,5785548,2873866,92,1,Low Volume,Growth,568,1157109,1716757
9244,1127949,430360,96,0,Unstable,Growth,582,225589,204771
9245,673549,38743,86,0,Unstable,Declining,438,38743,0
9246,2014731,550660,85,1,Stable,Stable,528,402946,147714
9247,1439978,470284,91,0,High Volume,Growth,688,431993,38291
9248,29559222,10651766,91,0,Unstable,Stable,509,5911844,4739922
9249,3406534,1273623,94,1,Low Volume,Declining,453,681306,592317
9250,1429060,430360,92,0,Stable,Growth,621,428718,1642
9251,851803,128207,95,0,Low Volume,Declining,517,128207,0
9252,500000,236995,96,0,Stable,Stable,593,100000,136995
9253,873117,317378,94,0,Stable,Growth,621,261935,55443
9254,2173726,340358,95,2,High Volume,Stable,547,340358,0
9255,6211189,1211460,99,0,Stable,Growth,644,1211460,0
9256,4863901,2261069,96,0,Unstable,Growth,578,972780,1288289
9257,2381583,1070208,91,0,Low Volume,Stable,545,476316,593892
9258,1531052,355688,84,0,Stable,Declining,504,306210,49478
9259,2458470,165303,95,0,High Volume,Growth,700,165303,0
9260,1309413,94047,93,0,High Volume,Growth,663,94047,0
9261,7839544,1393583,93,1,Low Volume,Stable,527,1393583,0
9262,1704271,567701,97,0,Stable,Growth,635,511281,56420
9263,1850432,578977,87,0,High Volume,Stable,614,555129,23848
9264,500000,167611,88,0,Unstable,Growth,545,100000,67611
9265,1695778,632148,99,0,Stable,Stable,595,339155,292993
9266,3871634,226740,96,0,Stable,Growth,650,226740,0
9267,843928,82105,93,1,High Volume,Growth,643,82105,0
9268,1087534,230304,93,0,Low Volume,Stable,566,217506,12798
9269,3738402,447438,96,2,Low Volume,Stable,470,447438,0
9270,608453,51046,83,0,Low Volume,Growth,572,51046,0
9271,4621550,1564090,86,1,High Volume,Stable,586,924310,639780
9272,1295341,540029,95,0,High Volume,Growth,667,388602,151427
9273,1453007,564758,97,0,Stable,Growth,632,435902,128856
9274,806853,336997,95,1,High Volume,Growth,661,242055,94942
9275,2682976,938064,87,1,Stable,Growth,552,536595,401469
9276,14187865,5404234,86,0,High Volume,Growth,657,4256359,1147875
9277,3705015,638376,87,0,Stable,Declining,530,638376,0
9278,993085,493418,93,1,Unstable,Declining,442,198617,294801
9279,4918413,651319,97,0,Low Volume,Growth,612,651319,0
9280,1539020,225501,95,0,High Volume,Declining,579,225501,0
9281,5954084,1071823,95,0,Stable,Growth,647,1071823,0
9282,3780403,1848237,85,0,High Volume,Growth,636,1134120,714117
9283,500000,247365,86,0,Unstable,Growth,562,100000,147365
9284,888008,362043,98,0,Stable,Stable,607,266402,95641
9285,4220686,1405809,84,0,Stable,Stable,558,844137,561672
9286,2238521,635803,98,0,High Volume,Stable,654,635803,0
9287,874139,425513,93,0,Stable,Stable,571,174827,250686
9288,1194369,433592,96,0,Stable,Declining,547,238873,194719
9289,500000,237564,98,0,Stable,Stable,599,100000,137564
9290,1847421,355532,89,0,High Volume,Declining,570,355532,0
9291,11623643,2327038,83,1,Stable,Stable,489,2324728,2310
9292,3775135,1640772,96,0,Stable,Growth,655,1132540,508232
9293,11436649,1343060,90,0,High Volume,Stable,637,1343060,0
9294,4016485,1910512,94,2,High Volume,Growth,620,1204945,705567
9295,4510793,1255640,96,0,High Volume,Growth,689,1255640,0
9296,9619116,4491033,95,0,Low Volume,Growth,594,1923823,2567210
9297,2681295,540433,94,0,Stable,Declining,538,536259,4174
9298,1706949,635295,91,0,Unstable,Stable,494,341389,293906
9299,4529518,1210712,94,0,Stable,Stable,580,905903,304809
9300,6344331,2106709,92,0,Low Volume,Stable,536,1268866,837843
9301,1350558,374061,87,1,Low Volume,Growth,534,270111,103950
9302,1113195,540124,85,0,Stable,Growth,617,333958,206166
9303,2215713,800864,96,1,Stable,Growth,618,664713,136151
9304,3856224,628925,79,0,Stable,Stable,534,628925,0
9305,3754527,1724659,97,0,Stable,Growth,649,1126358,598301
9306,634547,115686,91,0,High Volume,Declining,582,115686,0
9307,9150187,1987625,93,0,High Volume,Growth,661,1987625,0
9308,1187152,113914,84,0,Low Volume,Growth,583,113914,0
9309,1603899,729750,97,0,Stable,Growth,635,481169,248581
9310,963065,172148,86,0,Stable,Stable,560,172148,0
9311,17169808,2858995,98,0,Stable,Stable,607,2858995,0
9312,2406434,1116870,80,1,High Volume,Stable,570,481286,635584
9313,1003716,414020,90,0,High Volume,Stable,615,301114,112906
9314,3957562,449126,96,0,Low Volume,Growth,627,449126,0
9315,3668556,1453467,90,1,Unstable,Growth,505,733711,719756
9316,1706267,786359,86,0,Stable,Growth,603,511880,274479
9317,3884424,331458,92,0,Stable,Growth,643,331458,0
9318,1024552,431692,95,0,Stable,Growth,634,307365,124327
9319,1336634,396097,90,0,Stable,Stable,577,267326,128771
9320,500000,175569,99,0,Stable,Growth,652,150000,25569
9321,687515,186856,89,0,Stable,Declining,535,137503,49353
9322,8419867,3064927,97,0,Stable,Growth,626,2525960,538967
9323,7371582,481689,90,0,High Volume,Stable,615,481689,0
9324,2089909,821790,93,0,Unstable,Declining,481,417981,403809
9325,7499487,487502,94,0,Stable,Growth,623,487502,0
9326,1744433,444630,87,0,High Volume,Declining,554,348886,95744
9327,1631926,192460,90,0,Unstable,Growth,578,192460,0
9328,2074454,872533,88,1,High Volume,Declining,505,414890,457643
9329,1794187,342954,93,0,Stable,Stable,571,342954,0
9330,1669180,424543,93,0,Stable,Stable,577,333836,90707
9331,4949111,1202326,89,1,High Volume,Growth,640,1202326,0
9332,2235797,889011,99,0,Unstable,Declining,475,447159,441852
9333,3505997,934401,86,0,Stable,Growth,618,934401,0
9334,4524893,1832723,89,0,Stable,Growth,611,1357467,475256
9335,2704827,224714,92,0,Low Volume,Stable,529,224714,0
9336,912354,124278,99,1,Stable,Declining,518,124278,0
9337,671794,200323,95,1,Low Volume,Declining,461,134358,65965
9338,2233375,1063510,87,0,Low Volume,Stable,515,446675,616835
9339,1728898,144607,94,1,Stable,Growth,610,144607,0
9340,2126341,147542,95,0,Stable,Stable,597,147542,0
9341,1957457,235771,87,0,High Volume,Growth,668,235771,0
9342,15663738,5302471,98,0,High Volume,Growth,686,4699121,603350
9343,684072,157027,95,0,Unstable,Stable,508,136814,20213
9344,500000,210749,86,0,High Volume,Declining,565,100000,110749
9345,2586721,213068,88,1,Stable,Declining,466,213068,0
9346,1467194,203040,95,0,High Volume,Growth,692,203040,0
9347,2553190,472370,97,0,Unstable,Growth,595,472370,0
9348,3163237,1050285,98,2,High Volume,Growth,633,948971,101314
9349,5538774,1984696,97,0,Low Volume,Stable,564,1107754,876942
9350,593753,62873,93,1,Low Volume,Growth,547,62873,0
9351,1270125,602944,98,0,High Volume,Stable,630,381037,221907
9352,2794068,568509,93,2,Low Volume,Stable,485,558813,9696
9353,3672455,1362209,91,0,Unstable,Declining,478,734491,627718
9354,11464429,3277605,85,1,Stable,Declining,466,2292885,984720
9355,4259078,639889,97,0,High Volume,Growth,673,639889,0
9356,1894696,816240,90,0,Stable,Growth,607,568408,247832
9357,972525,406717,98,1,High Volume,Growth,637,291757,114960
9358,1262454,288133,96,0,Unstable,Stable,509,252490,35643
9359,1234082,388580,82,0,Stable,Stable,565,246816,141764
9360,3349049,556014,93,1,Stable,Growth,574,556014,0
9361,2435342,877778,91,1,Stable,Growth,584,487068,390710
9362,687681,130014,92,0,High Volume,Growth,658,130014,0
9363,1399015,601346,82,0,High Volume,Growth,642,419704,181642
9364,4000933,591431,91,1,Stable,Stable,522,591431,0
9365,2626939,148846,94,0,Stable,Growth,635,148846,0
9366,3124909,533824,89,1,Unstable,Declining,436,533824,0
9367,2693461,366240,86,0,High Volume,Growth,676,366240,0
9368,7283664,2030168,89,0,Stable,Stable,574,1456732,573436
9369,2394858,339271,83,0,Unstable,Stable,507,339271,0
9370,1455968,572829,85,0,High Volume,Growth,664,436790,136039
9371,953025,151166,90,1,Stable,Stable,537,151166,0
9372,2420991,891253,93,1,High Volume,Growth,622,726297,164956
9373,500000,155156,95,0,Unstable,Growth,572,100000,55156
9374,1710966,844896,93,0,High Volume,Stable,647,513289,331607
9375,1681721,840786,95,0,Low Volume,Growth,587,336344,504442
9376,665586,293714,89,1,Unstable,Growth,497,133117,160597
9377,943534,369858,90,1,Low Volume,Stable,512,188706,181152
9378,3789429,848474,83,0,Stable,Growth,594,757885,90589
9379,2384665,927574,84,1,Unstable,Stable,461,476933,450641
9380,2150973,1033551,82,0,Stable,Declining,515,430194,603357
9381,2533413,153322,90,1,Low Volume,Growth,562,153322,0
9382,2135267,623630,92,1,High Volume,Stable,601,623630,0
9383,5359011,793665,92,0,Stable,Growth,636,793665,0
9384,2188536,658846,78,1,Stable,Stable,509,437707,221139
9385,617497,160488,89,1,High Volume,Growth,642,160488,0
9386,7305251,2258023,89,1,Unstable,Declining,406,1461050,796973
9387,2666486,794434,92,0,High Volume,Growth,677,794434,0
9388,1237492,596531,88,0,Low Volume,Growth,591,247498,349033
9389,727434,217127,89,1,High Volume,Stable,592,145486,71641
9390,2721602,1172478,95,0,High Volume,Stable,646,816480,355998
9391,1805345,350091,90,0,Stable,Growth,612,350091,0
9392,6985293,1726382,93,0,Stable,Growth,642,1726382,0
9393,1503452,393432,78,0,High Volume,Stable,564,300690,92742
9394,1014692,178005,91,1,Stable,Growth,578,178005,0
9395,4059770,896826,89,0,High Volume,Growth,673,896826,0
9396,4156673,1327354,96,0,Low Volume,Stable,559,831334,496020
9397,2269162,705901,91,0,Low Volume,Growth,603,680748,25153
9398,3406124,1145806,93,1,Low Volume,Stable,517,681224,464582
9399,1923872,400777,87,1,Unstable,Growth,512,384774,16003
9400,2390689,459309,89,0,Low Volume,Growth,573,459309,0
9401,5035346,1637636,80,0,High Volume,Stable,609,1510603,127033
9402,3269850,358990,77,1,Unstable,Growth,464,358990,0
9403,1731642,283754,98,0,High Volume,Stable,637,283754,0
9404,5849636,403376,90,0,High Volume,Growth,666,403376,0
9405,500000,41337,98,0,High Volume,Growth,674,41337,0
9406,10238428,1633259,94,1,High Volume,Growth,623,1633259,0
9407,506476,29775,97,0,High Volume,Stable,638,29775,0
9408,1200592,192617,93,1,Stable,Growth,571,192617,0
9409,1918906,661522,94,1,Stable,Growth,592,383781,277741
9410,1763508,136669,94,0,Stable,Declining,524,136669,0
9411,4435402,1093466,96,0,High Volume,Stable,644,1093466,0
9412,850628,392054,95,0,Low Volume,Stable,537,170125,221929
9413,2442697,991926,90,0,Stable,Growth,604,732809,259117
9414,1248471,234022,94,0,Low Volume,Stable,568,234022,0
9415,2510802,1170442,95,0,High Volume,Stable,652,753240,417202
9416,1882634,373403,96,0,Stable,Growth,619,373403,0
9417,2135793,176485,91,0,Low Volume,Growth,602,176485,0
9418,1277046,635107,88,0,High Volume,Growth,649,383113,251994
9419,1318426,582098,83,0,Unstable,Declining,445,263685,318413
9420,2495047,647888,92,0,Stable,Stable,568,499009,148879
9421,4218425,1475898,85,1,Unstable,Stable,439,843685,632213
9422,1228589,432528,80,0,Low Volume,Growth,564,245717,186811
9423,989531,136077,93,1,Unstable,Declining,435,136077,0
9424,3238977,453528,96,0,High Volume,Growth,683,453528,0
9425,1931866,504818,97,0,Low Volume,Growth,597,386373,118445
9426,3853138,1773245,90,1,Low Volume,Declining,432,770627,1002618
9427,960647,52353,94,0,Unstable,Stable,516,52353,0
9428,500000,201064,94,1,High Volume,Growth,638,150000,51064
9429,1294450,98232,99,0,High Volume,Growth,679,98232,0
9430,1074019,284830,94,0,Low Volume,Declining,483,214803,70027
9431,1861642,627453,90,0,High Volume,Stable,604,558492,68961
9432,1191262,427713,90,2,High Volume,Growth,593,238252,189461
9433,3586953,273741,93,0,Stable,Growth,639,273741,0
9434,1574550,375328,90,0,Stable,Growth,635,375328,0
9435,2236404,699383,91,0,Stable,Stable,559,447280,252103
9436,2249251,179311,90,0,High Volume,Growth,674,179311,0
9437,2317418,256753,82,0,Stable,Declining,495,256753,0
9438,1944853,678058,86,0,High Volume,Growth,662,583455,94603
9439,2983121,849405,89,0,Low Volume,Growth,568,596624,252781
9440,1049134,128858,86,0,Stable,Growth,589,128858,0
9441,6074039,1766681,97,1,Stable,Stable,540,1214807,551874
9442,1640924,755993,94,0,Stable,Stable,567,328184,427809
9443,694370,39589,84,1,Stable,Growth,552,39589,0
9444,2304694,781718,95,0,High Volume,Growth,693,691408,90310
9445,1003551,83438,95,0,Stable,Growth,644,83438,0
9446,3376221,178610,92,0,Stable,Growth,626,178610,0
9447,11613566,1368014,92,1,Stable,Growth,592,1368014,0
9448,1056786,253954,88,0,Low Volume,Declining,499,211357,42597
9449,2586711,1063280,96,0,High Volume,Declining,600,776013,287267
9450,500000,88402,86,1,Unstable,Growth,514,88402,0
9451,2850840,945204,95,0,Stable,Growth,651,855252,89952
9452,976206,229428,88,0,Stable,Declining,499,195241,34187
9453,1202763,186969,96,0,High Volume,Growth,706,186969,0
9454,821569,231199,82,0,Low Volume,Growth,553,164313,66886
9455,3561602,1456193,97,0,Stable,Growth,632,1068480,387713
9456,4438573,1884714,90,0,Unstable,Growth,542,887714,997000
9457,2020202,870573,95,0,Stable,Stable,573,404040,466533
9458,992973,200929,97,0,Low Volume,Growth,602,200929,0
9459,7071749,2878592,97,0,High Volume,Growth,710,2828699,49893
9460,1087804,158254,88,0,High Volume,Stable,596,158254,0
9461,500000,191146,98,1,Unstable,Declining,456,100000,91146
9462,2861084,1364088,97,0,High Volume,Growth,683,858325,505763
9463,819279,46031,95,0,Unstable,Declining,466,46031,0
9464,4372682,1085141,93,0,High Volume,Declining,595,874536,210605
9465,1461670,499156,86,0,Stable,Growth,594,292334,206822
9466,3213819,1175612,91,1,Stable,Growth,568,642763,532849
9467,6084166,786315,91,1,Unstable,Stable,493,786315,0
9468,753823,367476,98,0,Stable,Declining,527,150764,216712
9469,1260792,412114,87,1,High Volume,Declining,523,252158,159956
9470,1866290,231333,92,1,Stable,Growth,569,231333,0
9471,6783753,401836,96,0,Low Volume,Growth,590,401836,0
9472,1170912,471256,89,1,High Volume,Stable,594,234182,237074
9473,1232305,105814,94,0,High Volume,Growth,688,105814,0
9474,2906652,329826,85,0,Low Volume,Declining,465,329826,0
9475,1249454,385673,96,0,Low Volume,Stable,566,249890,135783
9476,2240077,720358,87,1,High Volume,Growth,629,672023,48335
9477,573074,205790,95,0,Stable,Growth,651,171922,33868
9478,11657543,2647210,91,0,High Volume,Stable,610,2647210,0
9479,674571,268651,90,0,Low Volume,Growth,601,202371,66280
9480,1532786,748707,89,0,Stable,Declining,510,306557,442150
9481,1931901,332273,91,0,High Volume,Growth,672,332273,0
9482,9158111,3355192,92,0,Stable,Declining,529,1831622,1523570
9483,687023,321397,95,0,Unstable,Stable,533,137404,183993
9484,9693473,3478300,83,0,High Volume,Stable,579,1938694,1539606
9485,3633625,1295385,93,0,High Volume,Stable,618,1090087,205298
9486,2768113,417148,95,1,High Volume,Growth,643,417148,0
9487,901931,262289,88,1,Unstable,Growth,532,180386,81903
9488,3131157,949164,92,0,Low Volume,Stable,543,626231,322933
9489,1111489,405758,99,0,Unstable,Stable,554,222297,183461
9490,5462019,2723197,90,0,Stable,Growth,606,1638605,1084592
9491,911777,59393,93,1,High Volume,Growth,642,59393,0
9492,1811151,143723,92,0,High Volume,Growth,677,143723,0
9493,1271594,108184,90,0,Low Volume,Stable,535,108184,0
9494,899848,345848,77,0,High Volume,Declining,516,179969,165879
9495,3587822,399537,85,0,Stable,Stable,541,399537,0
9496,3043038,1004517,96,1,Stable,Growth,595,608607,395910
9497,5215827,1022829,98,1,Stable,Stable,568,1022829,0
9498,500000,127897,92,1,Stable,Growth,589,100000,27897
9499,4645161,683064,96,0,High Volume,Declining,583,683064,0
9500,14714723,6470769,93,0,Stable,Growth,627,4414416,2056353
9501,1381509,433473,94,1,Stable,Growth,590,276301,157172
9502,9030505,4289973,90,0,Low Volume,Growth,570,1806101,2483872
9503,1606343,495667,94,1,Stable,Stable,543,321268,174399
9504,661372,69946,83,1,High Volume,Stable,569,69946,0
9505,1552682,197022,87,0,High Volume,Growth,654,197022,0
9506,4586204,2270553,89,1,High Volume,Stable,586,917240,1353313
9507,1014046,381793,92,0,High Volume,Growth,686,304213,77580
9508,1226566,88528,94,0,Stable,Stable,593,88528,0
9509,3187768,1168959,97,0,High Volume,Growth,687,956330,212629
9510,1987619,468040,89,1,High Volume,Stable,584,397523,70517
9511,3165110,595812,87,0,Stable,Declining,524,595812,0
9512,2398283,286181,92,0,Stable,Growth,622,286181,0
9513,2910107,1245400,99,0,Stable,Growth,632,873032,372368
9514,1403050,110460,91,1,Stable,Growth,591,110460,0
9515,2386611,430607,99,0,Low Volume,Declining,505,430607,0
9516,944208,177391,93,0,Stable,Growth,639,177391,0
9517,5557989,680339,93,1,Stable,Growth,598,680339,0
9518,1193714,332668,90,0,High Volume,Stable,608,332668,0
9519,4891835,270353,92,2,Stable,Stable,485,270353,0
9520,1644775,305005,97,1,Stable,Declining,518,305005,0
9521,2330514,1095652,97,0,High Volume,Stable,653,699154,396498
9522,1334448,253196,96,1,High Volume,Declining,530,253196,0
9523,879583,186653,81,0,High Volume,Growth,651,186653,0
9524,500000,131462,91,0,High Volume,Growth,691,131462,0
9525,852340,258056,92,0,Stable,Declining,546,170468,87588
9526,1530145,633356,89,0,Stable,Declining,510,306029,327327
9527,2349007,318630,88,0,Stable,Growth,608,318630,0
9528,4449505,1967953,93,0,High Volume,Growth,668,1334851,633102
9529,1388027,542576,83,0,Stable,Growth,594,277605,264971
9530,979141,367367,98,0,Stable,Stable,606,293742,73625
9531,625201,55682,94,0,Stable,Stable,589,55682,0
9532,2911127,173906,86,0,High Volume,Growth,676,173906,0
9533,5995715,1902475,81,0,Low Volume,Growth,566,1199143,703332
9534,5460573,2393971,91,0,High Volume,Growth,667,1638171,755800
9535,3498855,1095137,97,0,Low Volume,Growth,603,1049656,45481
9536,3304629,482329,91,0,High Volume,Growth,671,482329,0
9537,7710542,699608,93,2,Stable,Growth,539,699608,0
9538,2586109,943460,87,0,Stable,Growth,603,775832,167628
9539,3324746,1246104,98,0,Stable,Growth,663,997423,248681
9540,1533975,195795,87,0,Stable,Growth,622,195795,0
9541,666880,41804,93,0,Unstable,Declining,474,41804,0
9542,1147299,268155,93,0,Low Volume,Stable,544,229459,38696
9543,1968284,614544,84,0,High Volume,Stable,598,393656,220888
9544,2081560,765392,93,0,Stable,Stable,571,416312,349080
9545,9258279,3837328,84,0,Low Volume,Stable,514,1851655,1985673
9546,2115965,687142,81,0,High Volume,Growth,637,634789,52353
9547,5091458,508618,97,0,High Volume,Growth,681,508618,0
9548,1399938,500004,96,0,Unstable,Declining,458,279987,220017
9549,1545193,761594,98,0,Unstable,Growth,598,309038,452556
9550,684740,313277,85,0,Stable,Growth,602,205422,107855
9551,1094861,484203,92,1,High Volume,Growth,616,328458,155745
